,method,model,n_components,n_neighbors,accuracy,train,test,precision,recall,f1
0,TfIdf-max_features,SVM,5,-1,0.252,unbalanced,unbalanced,0.15622745782431643,0.252,0.12865125896647636
1,TfIdf-max_features,RF,5,-1,0.239,unbalanced,unbalanced,0.21878015196377984,0.239,0.22546280240263442
2,TfIdf-max_features,NB,5,-1,0.1975,unbalanced,unbalanced,0.23806841021413558,0.1975,0.1522047113083509
3,TfIdf-max_features,SVM,25,-1,0.2245,unbalanced,unbalanced,0.3198376136219638,0.2245,0.1422492851717694
4,TfIdf-max_features,RF,25,-1,0.227,unbalanced,unbalanced,0.21413704004914869,0.227,0.21819674144660126
5,TfIdf-max_features,NB,25,-1,0.1065,unbalanced,unbalanced,0.2736963200905262,0.1065,0.09392463085916115
6,TfIdf-max_features,SVM,45,-1,0.0975,unbalanced,unbalanced,0.43823051267817636,0.0975,0.0942782311974264
7,TfIdf-max_features,RF,45,-1,0.2695,unbalanced,unbalanced,0.2560022513321646,0.2695,0.25850567943549535
8,TfIdf-max_features,NB,45,-1,0.1035,unbalanced,unbalanced,0.2339385966715765,0.1035,0.09154667528876698
9,TfIdf-max_features,SVM,65,-1,0.2485,unbalanced,unbalanced,0.23551497465218926,0.2485,0.16557870161581456
10,TfIdf-max_features,RF,65,-1,0.265,unbalanced,unbalanced,0.25388368666196387,0.265,0.2556708239834037
11,TfIdf-max_features,NB,65,-1,0.1155,unbalanced,unbalanced,0.2701568862424437,0.1155,0.1127624562616928
12,TfIdf-max_features,SVM,85,-1,0.2645,unbalanced,unbalanced,0.3492106491687741,0.2645,0.1601817718261327
13,TfIdf-max_features,RF,85,-1,0.271,unbalanced,unbalanced,0.2590564305244288,0.271,0.2605968341939767
14,TfIdf-max_features,NB,85,-1,0.1215,unbalanced,unbalanced,0.2758262737016063,0.1215,0.1184781829801982
15,TfIdf-max_features,SVM,100,-1,0.184,unbalanced,unbalanced,0.202617734490596,0.184,0.1469261051062009
16,TfIdf-max_features,RF,100,-1,0.259,unbalanced,unbalanced,0.24744996003068345,0.259,0.24873875062117834
17,TfIdf-max_features,NB,100,-1,0.1245,unbalanced,unbalanced,0.311289888762912,0.1245,0.12210355502282752
18,TfIdf-max_features,SVM,300,-1,0.2365,unbalanced,unbalanced,0.311179058596662,0.2365,0.1565594915123057
19,TfIdf-max_features,RF,300,-1,0.2905,unbalanced,unbalanced,0.28719618243847905,0.2905,0.27851246184106504
20,TfIdf-max_features,NB,300,-1,0.128,unbalanced,unbalanced,0.2683626453048954,0.128,0.12260213871751242
21,TfIdf-max_features,SVM,500,-1,0.25,unbalanced,unbalanced,0.33251485547870063,0.25,0.17636245792855473
22,TfIdf-max_features,RF,500,-1,0.3,unbalanced,unbalanced,0.2977304819016708,0.3,0.2862524961386645
23,TfIdf-max_features,NB,500,-1,0.1375,unbalanced,unbalanced,0.25230027308523606,0.1375,0.13481422965237527
24,TfIdf-max_features,SVM,700,-1,0.256,unbalanced,unbalanced,0.3289027144564502,0.256,0.18857595137898808
25,TfIdf-max_features,RF,700,-1,0.3095,unbalanced,unbalanced,0.3062448285043856,0.3095,0.29158344776711415
26,TfIdf-max_features,NB,700,-1,0.142,unbalanced,unbalanced,0.24666653911770994,0.142,0.1390872322048258
27,TfIdf-max_features,SVM,900,-1,0.08,unbalanced,unbalanced,0.35389522327617917,0.08,0.08498927644539735
28,TfIdf-max_features,RF,900,-1,0.3,unbalanced,unbalanced,0.291906712528907,0.3,0.2788112984936196
29,TfIdf-max_features,NB,900,-1,0.1475,unbalanced,unbalanced,0.24594908565292298,0.1475,0.1432382141595571
30,TfIdf-max_features,SVM,1100,-1,0.2545,unbalanced,unbalanced,0.2677833670237892,0.2545,0.22168636448602866
31,TfIdf-max_features,RF,1100,-1,0.294,unbalanced,unbalanced,0.2881009773522535,0.294,0.2725387910801877
32,TfIdf-max_features,NB,1100,-1,0.1485,unbalanced,unbalanced,0.24756681014829904,0.1485,0.14315267032383672
33,TfIdf-max_features,SVM,1300,-1,0.1735,unbalanced,unbalanced,0.33214167693670615,0.1735,0.16119415545742025
34,TfIdf-max_features,RF,1300,-1,0.3015,unbalanced,unbalanced,0.30399215639179566,0.3015,0.28356874644832014
35,TfIdf-max_features,NB,1300,-1,0.153,unbalanced,unbalanced,0.24476254888528734,0.153,0.14756918036719835
