,method,model,n_components,n_neighbors,accuracy,train,test,precision,recall,f1
0,TfIdf-max_features,SVM,5,-1,0.176,unbalanced,unbalanced,0.3303465197796695,0.176,0.05346894662123793
1,TfIdf-max_features,RF,5,-1,0.563,unbalanced,unbalanced,0.4386674476810709,0.563,0.4704239648138069
2,TfIdf-max_features,NB,5,-1,0.476,unbalanced,unbalanced,0.44465401809256855,0.476,0.4338541179490521
3,TfIdf-max_features,SVM,25,-1,0.4895,unbalanced,unbalanced,0.42555109418508363,0.4895,0.45309816037968004
4,TfIdf-max_features,RF,25,-1,0.5785,unbalanced,unbalanced,0.4558756190511321,0.5785,0.47693796016202633
5,TfIdf-max_features,NB,25,-1,0.3005,unbalanced,unbalanced,0.47988296865724955,0.3005,0.3514418466882757
6,TfIdf-max_features,SVM,45,-1,0.199,unbalanced,unbalanced,0.3774628723807877,0.199,0.13300507863279767
7,TfIdf-max_features,RF,45,-1,0.5835,unbalanced,unbalanced,0.46028518763685783,0.5835,0.4745401999590895
8,TfIdf-max_features,NB,45,-1,0.21,unbalanced,unbalanced,0.4800575476790017,0.21,0.266702013979218
9,TfIdf-max_features,SVM,65,-1,0.61,unbalanced,unbalanced,0.37629170879676443,0.61,0.4640128771911787
10,TfIdf-max_features,RF,65,-1,0.599,unbalanced,unbalanced,0.47588479361014574,0.599,0.48799222342827214
11,TfIdf-max_features,NB,65,-1,0.201,unbalanced,unbalanced,0.4869800504198454,0.201,0.25093671126117517
12,TfIdf-max_features,SVM,85,-1,0.3225,unbalanced,unbalanced,0.3692147054023176,0.3225,0.3187355261959464
13,TfIdf-max_features,RF,85,-1,0.6025,unbalanced,unbalanced,0.48253523372053836,0.6025,0.4900640783549161
14,TfIdf-max_features,NB,85,-1,0.1795,unbalanced,unbalanced,0.4787310719078497,0.1795,0.22907273865183866
15,TfIdf-max_features,SVM,100,-1,0.533,unbalanced,unbalanced,0.46370608487038617,0.533,0.4762894358828592
16,TfIdf-max_features,RF,100,-1,0.6105,unbalanced,unbalanced,0.5150746088634175,0.6105,0.5000490812933402
17,TfIdf-max_features,NB,100,-1,0.159,unbalanced,unbalanced,0.48217583161565253,0.159,0.20200135763689805
18,TfIdf-max_features,SVM,300,-1,0.586,unbalanced,unbalanced,0.46368017288669455,0.586,0.5087640151283411
19,TfIdf-max_features,RF,300,-1,0.613,unbalanced,unbalanced,0.5145419404125287,0.613,0.49637938058199577
20,TfIdf-max_features,NB,300,-1,0.117,unbalanced,unbalanced,0.4963287651757142,0.117,0.13784209175847098
21,TfIdf-max_features,SVM,500,-1,0.616,unbalanced,unbalanced,0.42488727227003464,0.616,0.4763070533994897
22,TfIdf-max_features,RF,500,-1,0.6225,unbalanced,unbalanced,0.5620402977495921,0.6225,0.5022703561372058
23,TfIdf-max_features,NB,500,-1,0.102,unbalanced,unbalanced,0.4874495397534059,0.102,0.11582372197292014
24,TfIdf-max_features,SVM,700,-1,0.616,unbalanced,unbalanced,0.42442005900705376,0.616,0.4787755065535834
25,TfIdf-max_features,RF,700,-1,0.6175,unbalanced,unbalanced,0.5013637422911871,0.6175,0.4917997980752644
26,TfIdf-max_features,NB,700,-1,0.0775,unbalanced,unbalanced,0.4671576128134392,0.0775,0.08185064610087205
27,TfIdf-max_features,SVM,900,-1,0.297,unbalanced,unbalanced,0.3868018010163122,0.297,0.32674207765635976
28,TfIdf-max_features,RF,900,-1,0.6195,unbalanced,unbalanced,0.5365530714025585,0.6195,0.49473260213865927
29,TfIdf-max_features,NB,900,-1,0.0615,unbalanced,unbalanced,0.515143833858925,0.0615,0.05975271568487179
30,TfIdf-max_features,SVM,1100,-1,0.62,unbalanced,unbalanced,0.4637255171991676,0.62,0.4810060575343462
31,TfIdf-max_features,RF,1100,-1,0.62,unbalanced,unbalanced,0.547322681045064,0.62,0.496922736425998
32,TfIdf-max_features,NB,1100,-1,0.0465,unbalanced,unbalanced,0.5313138325750248,0.0465,0.0376968223729518
33,TfIdf-max_features,SVM,1300,-1,0.2335,unbalanced,unbalanced,0.448926136451276,0.2335,0.1798230386057338
34,TfIdf-max_features,RF,1300,-1,0.618,unbalanced,unbalanced,0.5330772807017544,0.618,0.49334988477341674
35,TfIdf-max_features,NB,1300,-1,0.0355,unbalanced,unbalanced,0.43930680870101885,0.0355,0.021673737385105005
